district,location,season,planting_date,planting_month,field_size_ha,first_fert_date,second_fert_date,soil_type,soil_condition,soil_ph,soil_nitrogen_n,soil_phosphorus_p,soil_potassium_k,soil_fertility_index,n_status_class,p_status_class,k_status_class,seed_variety,irrigation_type,rainfall_condition,rainfall_30d_mm,seasonal_rainfall_mm,avg_temperature_c,max_temperature_c,avg_humidity_pct,sunshine_hours,yield_t_ha
Matale,Pelwehera,Yala,5/21/2024,5,1.877,6/13/2024,7/5/2024,RBE,Poor,6.042,21.746,12.503,37.191,0.388,Low,Medium,Low,Pacific 808,Rainfed,Low,117.61,674.839,25.198,29.201,61.706,8.398,3.8375
Badulla,Rideemaliyadda,Yala,5/21/2024,5,0.64,6/18/2024,7/21/2024,Low Humic Gleys,Good,6.612,85.21,3.71,96.693,0.512,High,Low,Low,GT 709,Mixed,Normal,241.595,594.6,25.097,29.199,62.001,9.699,4.3169
Matale,Pelwehera,Yala,5/21/2024,5,1.722,6/16/2024,7/20/2024,RBE,Good,6.058,22.504,9.402,52.859,0.218,Low,Low,Low,Pacific 808,Rainfed,Normal,156.594,712.174,25.601,28.697,61.106,7.903,3.5742
Matale,Pelwehera,Yala,5/23/2024,5,0.94,6/12/2024,7/12/2024,RBE,Good,5.989,31.792,22.362,295.605,0.66,Low,High,High,GT 200,Irrigated,Low,159.592,742.185,30.697,35.103,74.103,8.697,4.15
Anuradhapura,Horowpathana,Yala,5/24/2024,5,2.05,6/8/2024,7/13/2024,RBE,Good,5.936,84.908,26.209,136.107,0.831,High,High,High,Jet 999,Irrigated,Normal,215.205,556.591,31.798,35.718,76.694,7.802,5.238
Monaragala,Wellawaya,Yala,5/24/2024,5,2.37,6/15/2024,7/20/2024,RBE,Medium,6.301,116.992,21.907,77.706,0.741,High,High,Low,GT 709,Mixed,Normal,243.093,722.699,28.272,30.799,61,6.7,4.3623
Anuradhapura,Eppawala,Yala,5/24/2024,5,1.52,6/16/2024,7/15/2024,RBE,Good,5.439,99.906,23.891,122.836,0.669,High,High,Medium,Local Variety,Irrigated,Normal,230.202,693.224,26.6,28.703,71.702,5.597,4.9643
Anuradhapura,Tambuttegama,Yala,5/24/2024,5,2.04,6/21/2024,7/7/2024,RBE,Poor,5.948,110.997,23.192,268.408,0.847,High,High,High,Pacific 808,Rainfed,Low,256.706,609.201,26.198,28.905,70.196,8.294,5.4339
Monaragala,Wellawaya,Yala,5/25/2024,5,2.2,6/14/2024,7/20/2024,RBE,Good,6.278,112.392,20.937,64.502,0.711,High,High,Low,GT 709,Mixed,Normal,273.108,739.599,29.402,31.707,65.197,6.702,4.5052
Ampara,Padiyathalawa,Yala,5/25/2024,5,0.65,6/9/2024,7/3/2024,RBE,Poor,6.58,55.294,11.127,130.726,0.57,Medium,Medium,High,GT 200,Irrigated,Low,232.806,690.194,31.4,35.299,79.099,7.906,3.5432
Monaragala,Thanamalwila,Yala,5/26/2024,5,2.75,6/18/2024,7/11/2024,RBE,Medium,6.392,41.405,11.593,110.208,0.49,Low,Medium,Low,Jet 999,Rainfed,Normal,427.341,630.308,30.403,34.758,75.197,8.796,3.1066
Monaragala,Buttala,Yala,5/26/2024,5,3.42,6/17/2024,7/9/2024,Alluvial,Poor,5.5,48.607,25.714,103.194,0.64,Medium,High,Medium,GT 200,Irrigated,High,277.681,768.01,28.901,32.201,65.7,6.503,3.8907
Monaragala,Thanamalwila,Yala,5/26/2024,5,0.78,6/21/2024,7/13/2024,RYP,Medium,5.962,38.204,18.695,71.209,0.48,Low,Medium,Low,Pacific 808,Mixed,Low,267.096,744.296,30.5,32.502,74.402,7.915,3.3991
Monaragala,Thanamalwila,Yala,5/27/2024,5,2.62,6/20/2024,7/28/2024,RBE,Medium,6.389,41.795,9.308,111.61,0.47,Medium,Low,Medium,Jet 999,Rainfed,Normal,391.598,589.2,31.13,32.995,74.501,8.706,3.1909
Badulla,Mahiyanganaya,Yala,5/27/2024,5,1.73,6/19/2024,7/24/2024,RYP,Medium,6.49,79.795,7.397,160.799,0.479,Medium,Low,Medium,GT 200,Mixed,Normal,368.497,635.779,28.898,31.799,60.602,7.002,3.4622
Anuradhapura,Eppawala,Yala,5/27/2024,5,1.5,6/20/2024,7/11/2024,RBE,Medium,5.639,103.408,27.103,133.804,0.74,High,High,Medium,Local Variety,Irrigated,Low,276.009,707.232,26.533,28.702,76.205,6.104,4.8817
Monaragala,Thanamalwila,Yala,5/27/2024,5,2.64,6/21/2024,8/5/2024,RBE,Medium,6.249,43.298,12.208,114.293,0.509,Low,Medium,Low,Jet 999,Rainfed,Normal,377.009,671.394,30.601,31.698,71.105,8.495,3.0657
Anuradhapura,Horowpathana,Yala,5/27/2024,5,0.93,6/14/2024,7/5/2024,RYP,Good,6.028,89.519,6.098,274.994,0.549,High,Low,High,Local Variety,Mixed,High,382.983,771.8,29.698,34.697,75.206,8.806,6.5016
Ampara,Padiyathalawa,Yala,5/28/2024,5,0.69,6/27/2024,7/22/2024,RBE,Medium,6.611,45.839,9.707,154.799,0.51,Low,Low,Medium,GT 200,Irrigated,Normal,262.901,757.591,30.902,35.3,79.64,8.502,3.4302
Anuradhapura,Eppawala,Yala,5/28/2024,5,1.61,6/19/2024,7/22/2024,RBE,Good,5.452,101.493,29.49,132.929,0.721,High,High,Medium,Local Variety,Irrigated,Normal,250.6,768.091,26.446,28.5,76.405,6.2,5.1505
Anuradhapura,Horowpathana,Yala,8/4/2024,8,1.647,8/23/2024,9/15/2024,RYP,Medium,6.312,66.547,16.327,141.07,0.573,Medium,Medium,Medium,GT 709,Mixed,Normal,272.404,750.91,30.587,35.404,74.196,7.784,4.1693
Anuradhapura,Tambuttegama,Yala,8/5/2024,8,1.553,8/25/2024,9/17/2024,RBE,Medium,6.218,39.165,20.747,157.929,0.528,Low,High,Medium,Commando,Irrigated,Low,233.595,687.117,26.997,30.712,60.894,8.547,3.9927
Anuradhapura,Nochchiyagama,Yala,8/10/2024,8,1.523,8/24/2024,9/19/2024,RBE,Medium,6.334,48.337,19.422,89.231,0.546,Low,Medium,Low,Commando,Irrigated,Low,190.487,480,31.826,36.051,77.879,8.747,3.7045
Anuradhapura,Nochchiyagama,Yala,8/15/2024,8,2.615,9/10/2024,9/29/2024,RBE,Medium,6.549,74.784,12.041,173.616,0.581,Medium,Medium,Medium,Jet 999,Mixed,Normal,353.893,900.312,30.211,35.319,73.714,9.116,4.4408
Anuradhapura,Tambuttegama,Maha,8/30/2024,8,0.52,9/25/2024,10/22/2024,RYP,Good,6.208,107.986,6.193,185.996,0.672,High,Low,Medium,GT 709,Irrigated,Normal,366.292,1054.895,27.723,32.399,66.396,9.805,5.3349
Anuradhapura,Tambuttegama,Maha,8/31/2024,8,0.75,9/26/2024,11/2/2024,RYP,Good,6.122,112.793,5.008,198.907,0.68,High,Low,High,GT 709,Irrigated,Normal,336.495,1076.507,27.297,32.501,60.169,10.204,5.749
Anuradhapura,Tambuttegama,Maha,9/1/2024,9,2.463,9/16/2024,10/8/2024,RBE,Good,6.455,76.186,22.408,161.659,0.677,Medium,High,Medium,Jet 999,Rainfed,High,428.804,1202.574,29.137,33.907,61.021,9.363,4.9838
Monaragala,Buttala,Maha,9/1/2024,9,3.43,10/1/2024,11/6/2024,RBE,Poor,5.991,44.51,5.301,94.953,0.391,Medium,Low,Medium,Commando,Rainfed,Normal,477.701,948.102,26,31.601,89.901,6.495,2.2965
Monaragala,Wellawaya,Maha,9/1/2024,9,1.91,9/27/2024,10/27/2024,RYP,Good,6.52,41.592,15.2,272.202,0.588,Low,Medium,High,Jet 999,Irrigated,Normal,446.791,848.618,27.002,30.247,84.601,6.998,4.0218
Anuradhapura,Tambuttegama,Maha,9/1/2024,9,0.62,9/15/2024,10/22/2024,RYP,Poor,6.229,109.406,5.791,195.576,0.63,High,Low,Medium,GT 709,Irrigated,Normal,337.592,1050.558,26.696,33.301,65.294,10.004,5.13
Ampara,Dehiattakandiya,Maha,9/1/2024,9,1.59,9/18/2024,10/16/2024,RYP,Good,5.959,117.035,2.091,222.102,0.551,High,Low,High,Jet 999,Rainfed,Low,413.109,939.431,23.5,28.597,76.802,5.397,6.0433
Anuradhapura,Kahatagasdigiliya,Maha,9/2/2024,9,1.53,10/2/2024,10/13/2024,RBE,Good,6.097,59.395,9.309,66.109,0.335,Medium,Low,Low,Local Variety,Irrigated,High,270.494,985.597,26.597,30.397,81.603,6.897,4.469
Anuradhapura,Kahatagasdigiliya,Maha,9/2/2024,9,1.18,9/27/2024,10/22/2024,RBE,Good,6.71,58.395,17.04,147.009,0.512,Medium,Medium,Medium,Commando,Rainfed,Low,168.491,803.007,25.101,27.602,65.196,8.898,4.5747
Monaragala,Buttala,Maha,9/2/2024,9,3.5,9/23/2024,10/20/2024,RBE,Medium,5.998,55.635,6.506,84.399,0.459,Medium,Low,Low,Commando,Rainfed,High,465.112,972.408,25.202,30.801,88.498,6,2.2822
Anuradhapura,Tambuttegama,Maha,9/3/2024,9,1.12,9/19/2024,10/27/2024,RBE,Good,6.281,102.103,7.394,149.205,0.706,High,Low,High,GT 709,Mixed,Low,273.108,802.7,24.587,30.699,71.298,6.995,3.9768
Matale,Pelwehera,Maha,9/3/2024,9,2.31,10/1/2024,11/3/2024,RYP,Good,6.668,32.607,15.695,292.907,0.571,Low,Medium,High,Commando,Rainfed,High,346.905,1048.408,27.796,33.802,72.098,6.806,6.5629
Matale,Pelwehera,Maha,9/4/2024,9,0.7,10/2/2024,10/23/2024,RYP,Poor,6.05,22.402,10.001,59.292,0.241,Low,Medium,Low,Jet 999,Rainfed,High,485.491,969.196,30.098,32.187,85.167,7.8,1.5324
Badulla,Mahiyanganaya,Maha,9/4/2024,9,2.69,9/27/2024,10/31/2024,RBE,Medium,6.11,34.718,24.008,225.192,0.61,Low,High,High,Commando,Mixed,Normal,257.204,935.503,28.097,31.298,76.394,7.714,4.1808
Monaragala,Siyambalanduwa,Maha,9/4/2024,9,2.084,9/22/2024,10/21/2024,RBE,Good,6.069,63.208,21,64.404,0.559,Medium,High,Low,Pacific 808,Irrigated,Normal,462.375,851.892,27.6,29.8,83.096,8.497,4.3941
Ampara,Dehiattakandiya,Maha,9/5/2024,9,1.57,9/20/2024,10/13/2024,Immature Brown Loams,Medium,6.182,65.908,22.152,202.401,0.541,Medium,High,High,GT 709,Rainfed,Low,258.705,1132.999,27.597,34.497,68.394,5.104,6.4903
Monaragala,Wellawaya,Maha,9/6/2024,9,3.42,9/30/2024,10/27/2024,RBE,Poor,6.156,101.705,20.701,145.204,0.838,High,High,High,Local Variety,Rainfed,Normal,216.607,951.194,26.601,29.503,76.803,8.402,4.666
Monaragala,Siyambalanduwa,Maha,9/6/2024,9,0.885,10/2/2024,10/22/2024,RBE,Medium,5.941,66.708,21.791,67.701,0.58,Medium,High,Low,Pacific 808,Irrigated,High,441.49,961.991,28.002,28.002,83.406,8.564,4.3533
Ampara,Dehiattakandiya,Maha,9/6/2024,9,1.8,9/23/2024,10/17/2024,Immature Brown Loams,Good,6.22,70.908,19.304,208.605,0.688,Medium,High,High,GT 709,Rainfed,Normal,235.102,1031.39,26.304,35.502,71.102,5.069,4.5715
Monaragala,Buttala,Maha,9/7/2024,9,2.02,10/2/2024,10/23/2024,RBE,Good,6.515,115.993,5.901,167.78,0.579,High,Low,Medium,Jet 999,Mixed,High,434.596,849.796,28.304,31.503,62.101,6.005,5.1145
Monaragala,Wellawaya,Maha,9/8/2024,9,2.98,9/23/2024,10/25/2024,RYP,Good,6.339,32.395,11.99,199.394,0.401,Low,Medium,Medium,GT 709,Rainfed,Low,208.004,858.202,28.798,36.229,68.505,7.967,5.4218
Monaragala,Wellawaya,Maha,9/8/2024,9,2.99,9/29/2024,11/4/2024,RYP,Medium,6.24,33.502,16.203,213.195,0.581,Low,Medium,High,GT 709,Rainfed,Low,184.609,906.349,28.496,34.819,68.797,7.603,5.5043
Monaragala,Buttala,Maha,9/9/2024,9,1.87,10/7/2024,11/13/2024,RBE,Medium,6.7,109.697,4.736,169.798,0.642,High,Low,Medium,Jet 999,Mixed,Normal,406.602,852.996,29.499,31.397,60.195,5.912,5.3275
Monaragala,Buttala,Maha,9/9/2024,9,2.01,10/9/2024,10/28/2024,RBE,Good,6.41,109.905,6.504,168.305,0.671,High,Low,Medium,Jet 999,Mixed,Normal,430.262,882.81,29.202,31.499,65.052,5.606,5.4234
Anuradhapura,Kahatagasdigiliya,Maha,9/10/2024,9,2.304,10/3/2024,10/18/2024,RBE,Poor,6.337,14.154,5.88,182.864,0.436,Low,Low,Medium,Pacific 808,Rainfed,High,393.97,1041.759,27.362,31.071,63.07,8.236,3.9944
Badulla,Mahiyanganaya,Maha,9/10/2024,9,1.19,10/9/2024,10/21/2024,RBE,Good,6.269,40.829,23.106,156.207,0.541,Low,High,Medium,Local Variety,Rainfed,Normal,278.899,1033.909,29.596,31.359,78.197,7.103,5.0695
Matale,Dambulla,Maha,9/11/2024,9,2.14,10/4/2024,10/31/2024,RBE,Medium,6.659,119.095,29.369,189.998,0.872,High,High,Medium,GT 200,Rainfed,High,496.905,1069.393,28.599,31.108,68.399,7.299,6.2824
Anuradhapura,Horowpathana,Maha,9/12/2024,9,2.31,10/9/2024,11/9/2024,RYP,Good,6.248,112.198,4.103,162.523,0.572,High,Low,Medium,GT 709,Rainfed,Normal,373.31,931.198,28.998,36.802,68.699,9.706,5.8634
Matale,Pelwehera,Maha,9/12/2024,9,2.82,10/3/2024,11/2/2024,RBE,Good,6.109,42.204,8.301,279.196,0.521,Low,Low,High,GT 200,Rainfed,Normal,377.293,770.003,27.836,31.311,70.798,6.805,3.51
Ampara,Padiyathalawa,Maha,9/12/2024,9,2.9,10/8/2024,11/5/2024,RYP,Medium,6.276,88.806,18.996,125.8,0.601,Medium,Medium,Medium,Pacific 808,Rainfed,Normal,201.394,971.305,27.602,31.598,68.812,8.203,4.5977
Ampara,Maha Oya,Maha,9/12/2024,9,2.51,10/11/2024,10/24/2024,RBE,Good,6.572,112.197,17.092,258.109,0.791,High,Medium,High,GT 709,Rainfed,Low,265.701,996.897,29.901,32.203,66.355,6.303,5.1164
Monaragala,Buttala,Maha,9/12/2024,9,1.69,9/29/2024,11/1/2024,RYP,Medium,6.398,54.897,13.353,147.306,0.62,Medium,Medium,High,Commando,Mixed,Normal,386.601,898.874,24.903,27.501,84.304,6.6,3.2828
Ampara,Dehiattakandiya,Maha,9/12/2024,9,0.84,10/12/2024,10/29/2024,RYP,Medium,5.929,46.103,20.59,179.608,0.56,Low,High,Medium,GT 200,Rainfed,Normal,385.591,1075.097,25.097,28.999,80.882,6.196,3.6245
Ampara,Dehiattakandiya,Maha,9/12/2024,9,0.83,10/10/2024,10/24/2024,RYP,Medium,5.939,42.505,21.598,190.997,0.601,Low,High,Medium,GT 200,Rainfed,Normal,399.798,1099.004,23.497,29.003,86.665,6.201,3.5561
Badulla,Rideemaliyadda,Maha,9/12/2024,9,2.76,10/9/2024,11/10/2024,RBE,Poor,5.679,91.485,7.792,121.195,0.451,High,Low,Medium,GT 200,Rainfed,Low,231.8,1105.882,28.2,35.397,68.895,7.599,3.6913
Matale,Pelwehera,Maha,9/13/2024,9,1.1,9/28/2024,11/5/2024,RBE,Poor,6.343,91.808,9.9,224.203,0.571,High,Low,High,Local Variety,Irrigated,Low,476.402,1095.003,25.084,31.001,66.895,7.298,5.9919
Matale,Pelwehera,Maha,9/13/2024,9,0.95,10/7/2024,10/28/2024,RBE,Medium,5.958,30.709,4.403,179.906,0.445,Low,Low,Medium,GT 200,Rainfed,Normal,400.492,973.807,29.301,35.004,82.795,7.298,2.442
Monaragala,Thanamalwila,Maha,9/13/2024,9,2.16,10/4/2024,10/21/2024,LHG,Medium,6.442,64.801,15.597,74.402,0.439,Medium,Medium,Low,Pacific 808,Mixed,Normal,250.374,794.291,27.101,29.902,84.795,8.605,2.8655
Anuradhapura,Horowpathana,Maha,9/13/2024,9,2.05,10/6/2024,11/2/2024,RBE,Good,6.531,46.747,6.359,207.007,0.379,Low,Low,High,Jet 999,Irrigated,High,494.104,1095.093,25.297,32.1,83.895,9.596,6.1066
Matale,Dambulla,Maha,9/13/2024,9,2.49,10/3/2024,10/25/2024,RBE,Good,6.6,22.495,17.202,262.906,0.55,Low,Medium,High,GT 200,Mixed,Normal,364.003,1032.696,29.704,32.4,76.596,6.189,4.8857
Monaragala,Wellawaya,Maha,9/13/2024,9,1.46,10/7/2024,10/23/2024,RYP,Medium,6.522,112.401,7.008,75.502,0.659,High,Low,Low,GT 709,Rainfed,Low,243.73,802.694,24.198,32.054,69.804,6.297,4.988
Matale,Dambulla,Maha,9/13/2024,9,1.51,10/13/2024,10/25/2024,RBE,Good,6.231,61.101,13.803,253.497,0.59,Medium,Medium,High,Jet 999,Rainfed,Normal,336.189,1042.09,23.835,30.101,67.904,5.494,6.583
Monaragala,Buttala,Maha,9/13/2024,9,1.06,10/5/2024,10/29/2024,RYP,Medium,6.602,66.005,13.695,65.797,0.409,Medium,Medium,Low,Pacific 808,Irrigated,Low,271.882,828.6,25.801,33,66.003,6.917,5.2218
Monaragala,Siyambalanduwa,Maha,9/14/2024,9,2.45,10/5/2024,11/9/2024,LHG,Medium,6.669,45.603,19.501,89.405,0.538,Medium,Medium,Medium,GT 709,Mixed,Normal,314.694,928.201,26.504,32.241,76.897,6.204,3.8496
Badulla,Mahiyanganaya,Maha,9/14/2024,9,2.4,10/5/2024,10/26/2024,RBE,Poor,6.609,104.299,17.695,246.31,0.768,High,Medium,High,GT 709,Rainfed,High,432.005,1012.308,25.441,28.801,64.095,7.496,5.0436
Ampara,Dehiattakandiya,Maha,9/14/2024,9,1.69,9/28/2024,10/21/2024,RBE,Good,6.352,70.81,24.001,92.683,0.588,Medium,High,Low,GT 200,Rainfed,Low,272.592,1002.707,26.6,34.098,74.004,5.498,6.2388
Badulla,Rideemaliyadda,Maha,9/14/2024,9,1.97,10/10/2024,10/29/2024,RBE,Medium,6.429,106.867,20.514,103.79,0.649,High,High,Medium,Pacific 808,Rainfed,High,568.504,1008.391,30.303,33.097,62.103,8.495,4.0637
Ampara,Dehiattakandiya,Maha,9/14/2024,9,2.74,10/12/2024,11/8/2024,RBE,Poor,6.412,58.809,28.717,291.794,0.798,Medium,High,High,Commando,Rainfed,High,446.207,996.703,27.001,30.801,60.403,6.646,4.924
Badulla,Rideemaliyadda,Maha,9/14/2024,9,2.76,10/5/2024,11/5/2024,RBE,Medium,5.438,83.597,7.097,124.607,0.528,Medium,Low,Medium,GT 200,Rainfed,Low,228.102,1160.59,28.999,35.504,65.301,7.695,3.6651
Monaragala,Thanamalwila,Maha,9/14/2024,9,0.79,10/4/2024,10/30/2024,RYP,Medium,5.829,93.608,8.995,182.194,0.555,High,Low,Medium,GT 709,Mixed,Low,300.995,861.898,26.804,30.097,83.003,7.498,4.6313
Matale,Dambulla,Maha,9/14/2024,9,2.48,10/4/2024,10/19/2024,RYP,Good,6.53,47.096,4.291,227.664,0.441,Low,Low,High,Jet 999,Irrigated,Low,402.492,1082.003,27.401,32.898,69.303,9.999,6.4333
Monaragala,Buttala,Maha,9/14/2024,9,1.85,10/13/2024,10/25/2024,RBE,Medium,6.059,34.705,21.707,267.702,0.639,Low,High,High,Local Variety,Rainfed,Normal,305.902,765.101,27.804,30.901,83.754,7.499,3.7859
Monaragala,Thanamalwila,Maha,9/14/2024,9,0.58,10/14/2024,11/6/2024,RYP,Medium,5.859,94.808,8.792,185.298,0.631,High,Low,Medium,GT 709,Mixed,Normal,328.534,788.39,26.298,29.771,83.205,7.702,4.5006
Monaragala,Siyambalanduwa,Maha,9/15/2024,9,2.73,10/8/2024,10/30/2024,RBE,Good,6.02,32.007,9.401,119.619,0.328,Low,Low,Medium,Jet 999,Rainfed,High,508.607,1068.701,27.199,30.33,81.999,7.302,3.6746
Anuradhapura,Kahatagasdigiliya,Maha,9/15/2024,9,2.01,10/15/2024,10/29/2024,RBE,Medium,5.81,82.605,12.505,111.095,0.499,Medium,Medium,Medium,Commando,Rainfed,Normal,359.702,889.379,28.503,31.504,67.095,9.002,4.0253
Anuradhapura,Tambuttegama,Maha,9/15/2024,9,2.73,10/15/2024,11/17/2024,RBE,Good,6.301,24.602,18.673,89.404,0.49,Low,Medium,Medium,Commando,Rainfed,Normal,465.802,1190.204,29.003,32.503,79.696,8.004,2.9781
Monaragala,Thanamalwila,Maha,9/15/2024,9,1.26,10/7/2024,10/29/2024,RBE,Poor,6.504,100.41,13.499,152.661,0.599,High,Medium,Medium,Jet 999,Irrigated,Normal,225.197,878.292,25.404,28.4,82.794,8.703,4.1784
Anuradhapura,Nochchiyagama,Maha,9/15/2024,9,0.83,10/14/2024,10/20/2024,RBE,Medium,6.311,86.695,19.201,174.703,0.541,High,Medium,Medium,GT 709,Rainfed,High,499.699,1176.003,25.062,32.598,77.329,5.8,6.3019
Matale,Pelwehera,Maha,9/15/2024,9,0.88,10/5/2024,11/7/2024,RBE,Poor,6.19,29.303,6.701,189,0.385,Low,Low,Medium,GT 200,Rainfed,High,400.107,917.208,30.196,33.902,81.006,6.573,2.2085
Monaragala,Siyambalanduwa,Maha,9/15/2024,9,1.25,10/14/2024,10/30/2024,RBE,Good,6.381,37.896,19.096,84.602,0.479,Low,Medium,Low,Local Variety,Rainfed,Normal,203.904,825.18,25.803,32.903,74.295,9.794,5.2511
Monaragala,Wellawaya,Maha,9/15/2024,9,2.88,10/11/2024,11/4/2024,RBE,Medium,6.021,33.899,19.308,246.397,0.59,Low,Medium,High,Commando,Mixed,Low,268.8,865.099,26.799,28.802,81.297,7.602,4.6491
Monaragala,Siyambalanduwa,Maha,9/16/2024,9,1.01,10/9/2024,11/12/2024,RBE,Poor,6.122,100.397,10.705,241.395,0.657,High,Medium,High,GT 200,Mixed,Normal,242.797,952.297,25.601,29.404,69.999,7.297,4.7782
Monaragala,Siyambalanduwa,Maha,9/16/2024,9,1.32,10/2/2024,11/6/2024,IBL,Medium,5.998,74.251,7.791,73.395,0.45,Medium,Low,Low,Pacific 808,Irrigated,High,470.391,984.205,24.699,27.601,89.798,6.297,3.8674
Monaragala,Siyambalanduwa,Maha,9/16/2024,9,1.79,10/6/2024,11/15/2024,RYP,Good,5.96,110.098,9.505,148.698,0.662,High,Low,Medium,GT 709,Irrigated,Low,218.893,890.016,27.385,30.599,60.802,6.506,4.3011
Monaragala,Buttala,Maha,9/16/2024,9,2.86,10/10/2024,11/6/2024,RYP,Poor,6.782,55.191,17.107,164.508,0.569,Medium,Medium,Medium,Pacific 808,Rainfed,High,272.823,1119.095,24.201,31,78.102,7.206,5.5021
Anuradhapura,Nochchiyagama,Maha,9/16/2024,9,2.59,10/3/2024,11/3/2024,RBE,Medium,6.361,105.391,17.88,81.894,0.66,High,Medium,Medium,GT 709,Rainfed,Normal,211.697,847.093,28.803,34.671,85.994,8.694,4.1943
Monaragala,Siyambalanduwa,Maha,9/16/2024,9,2.71,10/13/2024,11/14/2024,RBE,Poor,5.928,27.604,10.499,102.448,0.431,Low,Low,Low,Jet 999,Rainfed,High,476.809,1039.193,26.998,30.598,86.8,7.137,3.8062
Monaragala,Siyambalanduwa,Maha,9/17/2024,9,1.78,10/12/2024,10/31/2024,RYP,Good,6.011,100.69,9.397,155.307,0.562,High,Low,Medium,GT 709,Irrigated,Low,267.134,798.393,27,30.902,61.402,7.027,4.0164
Matale,Pelwehera,Maha,9/17/2024,9,0.89,10/3/2024,11/10/2024,RBE,Medium,6.27,27.796,4.21,198.74,0.481,Low,Low,High,GT 200,Rainfed,Normal,347.7,875.599,29.135,34.398,80.094,7.398,2.1438
Anuradhapura,Nochchiyagama,Maha,9/18/2024,9,2.56,10/12/2024,11/5/2024,RBE,Good,6.408,105.494,15.502,79.198,0.65,High,Medium,Low,GT 709,Rainfed,Low,207.097,799.934,28.502,35.403,83.405,8.799,4.1137
Monaragala,Buttala,Maha,9/18/2024,9,1.6,10/11/2024,11/6/2024,RBE,Medium,6.169,59.925,4.603,153.501,0.511,Medium,Low,Medium,Pacific 808,Rainfed,High,442.292,825.39,28.096,34.7,65.705,5.195,3.9862
Ampara,Maha Oya,Maha,9/19/2024,9,0.78,10/15/2024,11/15/2024,RBE,Good,6.341,97.891,12.399,233.099,0.671,High,Medium,High,GT 200,Irrigated,High,535.177,847.009,29.198,32.297,71.387,6.106,4.6504
Monaragala,Buttala,Maha,9/19/2024,9,1.66,10/14/2024,11/18/2024,RBE,Medium,6.142,61.109,2.601,154.403,0.418,Medium,Low,Medium,Pacific 808,Rainfed,Normal,434.298,886.391,27.8,33.799,65.803,5.702,3.7211
Anuradhapura,Horowpathana,Maha,9/19/2024,9,2.67,10/10/2024,11/3/2024,RBE,Good,6.609,33.701,22.009,288.607,0.662,Low,High,High,GT 200,Rainfed,Normal,207.305,874.491,26.397,30.398,84.047,8.1,4.4583
Anuradhapura,Horowpathana,Maha,9/20/2024,9,2.62,10/18/2024,10/30/2024,RBE,Medium,6.4,30.305,22.795,295.194,0.66,Low,High,High,GT 200,Rainfed,Low,160.106,876.599,26.597,29.902,81.543,8.398,4.146
Monaragala,Siyambalanduwa,Maha,9/21/2024,9,2.85,10/15/2024,11/17/2024,RBE,Poor,6.532,103.993,12.954,256.908,0.708,High,Medium,High,Jet 999,Mixed,Normal,347.24,769.599,30.698,33.502,77.502,8.802,5.2785
Anuradhapura,Eppawala,Maha,9/21/2024,9,1.51,10/19/2024,11/12/2024,RBE,Medium,6.666,110.004,21.4,240.605,0.811,High,High,High,Local Variety,Rainfed,Normal,353.409,1088.018,28.498,31.9,82.997,7.597,6.1244
Monaragala,Siyambalanduwa,Maha,9/21/2024,9,1.72,10/16/2024,11/2/2024,RBE,Poor,6.353,46.909,22.304,155.092,0.552,Low,High,Medium,Pacific 808,Rainfed,Normal,397.798,973.367,30.098,33.497,61.894,6.196,2.7617
Anuradhapura,Nochchiyagama,Maha,9/21/2024,9,1.27,10/21/2024,11/20/2024,RBE,Poor,5.75,39.201,9.793,90.308,0.438,Low,Low,Low,GT 200,Rainfed,Normal,273.692,1184.495,28.688,37.102,70.397,8.398,4.8975
Badulla,Mahiyanganaya,Maha,9/21/2024,9,2.05,10/12/2024,11/2/2024,RBE,Poor,6.58,88.292,30.134,293.303,0.901,Medium,High,High,Pacific 808,Mixed,Low,273.102,879.409,29.642,32.9,62.699,7.301,5.4543
Matale,Pelwehera,Maha,9/22/2024,9,0.98,10/22/2024,11/17/2024,RBE,Good,5.907,81.993,20.939,165.701,0.65,Medium,High,Medium,Pacific 808,Rainfed,Normal,382.208,927.198,27.601,30.404,75.299,6.704,4.872
Anuradhapura,Horowpathana,Maha,9/22/2024,9,1.63,10/20/2024,11/2/2024,RBE,Good,6.471,95.013,23.515,98.097,0.64,High,High,Low,Local Variety,Rainfed,Normal,407.908,779.491,28.397,30.702,82.997,8.405,5.4876
Anuradhapura,Eppawala,Maha,9/22/2024,9,1.26,10/7/2024,11/18/2024,RBE,Medium,6.19,28.793,30.495,182.456,0.63,Low,High,Medium,Pacific 808,Rainfed,High,500.4,855.896,29.999,33.598,67.204,6.686,3.8533
Ampara,Dehiattakandiya,Maha,9/23/2024,9,2.7,10/15/2024,11/22/2024,RBE,Good,6.058,62.802,29.206,69.691,0.636,Medium,High,Low,Pacific 808,Irrigated,Normal,320.106,1031.807,28.001,32.196,79.904,7.405,5.1086
Monaragala,Siyambalanduwa,Maha,9/23/2024,9,0.95,10/16/2024,11/15/2024,RBE,Good,6.429,52.755,23.694,80.396,0.588,Medium,High,Medium,GT 709,Mixed,Low,250.101,840.792,25.802,30.301,78.4,6.68,4.3906
